,0,1,Population_name,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
24,1346,NA12043,OWN,0.0204536,-0.0309068,0.0130629,0.00851864,-0.030571,-0.0357272,-0.0960907,-0.0965467,-0.063732,0.0234935,-0.0488893,-0.0452723,-0.0136012,0.0374818,-0.0200509,-0.0689438,-0.0990826,-0.00154749,-0.17247,0.0338711
25,1346,NA12044,OWN,0.0197232,-0.0314618,0.0311598,0.0383678,-0.0606429,0.0730941,0.000229276,-0.00257794,-0.0178525,0.00201375,-0.0667374,0.0367458,0.101645,0.0054172,0.182999,-0.0585677,0.0809263,0.0250592,-0.0287067,0.0738794
26,1347,NA11881,OWN,0.0192103,-0.0299477,0.0244672,0.035034,-0.0234904,-0.0721319,-0.0514825,0.0554941,-0.131686,0.0283493,0.110935,-0.0697688,0.0706719,-0.0936337,0.01105,0.00884002,-0.00522781,0.0436335,-0.0667293,0.00183639
27,1347,NA11882,OWN,0.0188777,-0.0299307,0.0103741,0.00454731,-0.00657109,-0.00111813,-0.00207878,0.000590365,0.00249854,-0.0113045,-0.0104156,0.00131248,0.00457474,0.01056,-0.0161204,0.00601547,-0.00149543,-0.00308193,0.00352129,0.012994
28,1349,NA11839,OWN,0.0188717,-0.0295736,0.00351114,0.0132557,0.00558136,-0.000687166,0.000886567,0.00658503,-3.51245e-05,0.0026028,-0.00348169,0.00327838,0.000785378,0.00103735,0.00238855,-0.00434227,0.00346048,0.00326071,-0.00202718,0.00303789
29,1349,NA11840,OWN,0.0192266,-0.0291473,0.0538249,-0.026506,0.017979,-0.0539333,-0.000674659,-0.0115456,0.0400003,-0.0187779,-0.144453,0.147208,-0.0153328,-0.129609,-0.0813211,-0.0370867,0.028061,-0.0962054,-0.0701455,0.163648
30,1349,NA11843,OWN,0.0194994,-0.0313782,0.0121986,0.0385595,0.0109676,-0.228564,0.112752,-0.0797109,0.0334695,-0.0199374,0.0212063,-0.00844646,0.065645,0.0543106,-0.0322299,-0.0918635,0.019261,0.103416,0.116249,-0.159764
31,1350,NA11829,OWN,0.0200863,-0.0305085,0.105687,0.0151513,0.0138263,0.0847574,0.0408046,0.0498588,0.132607,0.0184074,0.104591,-0.043374,-0.0692832,-0.0672428,0.116865,0.0276068,-0.0640733,-0.0196527,-0.00592378,-0.0224749
32,1350,NA11830,OWN,0.0197501,-0.0301358,0.0307987,0.0203134,0.017169,0.0190281,-0.0508503,0.1229,-0.0458713,-0.0025918,0.0905125,0.102874,-0.0949138,-0.139196,-0.0923999,0.00842021,-0.130219,0.0875803,-0.0267872,-0.156495
33,1350,NA11831,OWN,0.019407,-0.0311039,0.000343944,0.0450151,0.0440505,0.0463845,-0.0878925,0.0700374,0.137646,0.0663546,-0.124928,-0.126921,-0.071263,0.166867,-0.0817899,0.0855016,-0.136084,-0.0503156,0.0332628,-0.0242782
34,1350,NA11832,OWN,0.019583,-0.0313212,-0.0208039,0.049607,-0.0209588,0.00907068,-0.0119956,-0.0350692,0.00455706,0.0909515,0.0197016,0.11568,0.0699764,-0.0447542,-0.00163096,-0.0238794,0.086591,0.0543766,-0.0753804,0.00170086
35,1353,NA12383,OWN,0.0192615,-0.0312814,-0.040821,0.0122169,0.0768682,-0.0252087,0.0301196,0.14798,0.0438229,0.0566276,-0.00264269,0.204586,0.133157,0.059466,0.0735595,-0.147021,-0.0695014,-0.00277737,-0.00605749,0.072537
36,1353,NA12489,OWN,0.0194076,-0.0310792,0.0168372,0.0441132,0.0299895,0.0688734,-0.0300735,-0.0631918,0.0586763,-0.152083,-0.00774926,0.178882,-0.0969203,0.0206044,-0.0254381,0.0652162,-0.195989,0.155082,-0.03975,-0.0199815
37,1353,NA12546,OWN,0.0189926,-0.0304539,0.0167994,0.0188575,0.0717901,-0.0978633,0.0159001,-0.041949,0.020217,-0.0310266,-0.110944,0.0667661,-0.0352638,0.0407254,-0.100362,-0.0311855,0.111307,0.178536,-0.0493084,0.152394
38,1354,NA12399,OWN,0.0192228,-0.0310714,0.0276109,0.034372,0.00113816,0.111402,-0.14225,-0.0141541,0.042004,-0.109872,-0.102008,0.0700568,-0.0792178,-0.0574898,0.185365,-0.116925,-0.0646366,-0.123782,0.113656,0.00508025
39,1354,NA12400,OWN,0.0201235,-0.0312411,-0.00216431,0.0159575,-0.110308,0.0563243,0.0963453,0.156466,-0.00901753,-0.103326,-0.156092,0.070199,0.025121,-0.0369213,-0.0179511,0.172437,-0.0701176,0.0696135,0.0178043,-0.0408381
40,1355,NA12413,OWN,0.0194214,-0.0304468,-0.0304921,0.022013,-0.0567042,0.022414,0.0418414,-0.00702101,-0.0562772,0.132897,-0.018972,-0.0224831,-0.0287839,-0.0161441,0.0170822,0.146615,0.0783001,-0.130977,-0.112472,-0.0289458
41,1358,NA12707,OWN,0.0191566,-0.0309113,0.0154506,0.0045318,0.0159574,-0.0026876,-0.0133237,-0.0154355,-0.022492,0.0303232,0.000789798,-0.00301385,0.0120502,-0.000202568,-0.00981769,0.00733125,0.0107771,0.0324392,-0.0172965,0.0109973
42,1358,NA12708,OWN,0.0194861,-0.0293423,0.00665839,-0.00113676,0.00272075,0.0104874,0.00352929,-0.00662646,0.00930131,0.00953127,0.00396609,-0.00278972,0.0022235,0.00103021,-0.00541089,0.00759538,-0.00903037,-0.0071239,-0.000627676,0.0166731
43,1362,NA11992,OWN,0.0190803,-0.030944,-0.00541096,-2.47965e-05,0.0499627,0.0306584,-0.116298,0.0317772,0.0335962,-0.0812985,0.0276143,0.0722659,0.18521,0.264969,0.10011,-0.0118261,0.0868108,-0.144208,0.0786506,-0.0218161
44,1362,NA11993,OWN,0.0183037,-0.0306637,0.0260256,0.0136692,0.0935276,0.0483066,-0.0299516,-0.115539,0.00551113,0.0117171,-0.134069,-0.104143,-0.124949,-0.0697528,-0.0216234,0.111974,0.0043288,-0.0540986,0.0895156,-0.0874809
45,1362,NA11994,OWN,0.0199175,-0.030402,0.0260798,0.0246602,-0.0853009,0.0124309,0.304444,-0.0212797,-0.045118,-0.32172,-0.0457787,-0.121585,0.0399864,0.053769,0.0548977,-0.0885898,-0.105004,0.047132,-0.0521855,0.0158509
46,1362,NA11995,OWN,0.019481,-0.0321513,0.027384,0.0413442,-0.122455,-0.0322407,-0.0133672,0.034007,-0.0917422,0.0950701,-0.029013,0.0166787,0.0697925,-0.0904266,0.0576171,0.0101076,0.0421986,0.0745486,0.0868412,-0.0703366
47,1375,NA12234,OWN,0.0198309,-0.0295297,-0.00478783,0.00582703,-0.00550921,0.00396756,0.00256797,-0.00526682,0.00258712,0.00337656,-0.000485868,0.00437906,-0.00163694,0.00601148,-0.00232993,0.00171538,0.0069625,0.00149519,0.00628395,0.00525817
48,1375,NA12264,OWN,0.0192236,-0.0301639,0.016228,0.0016203,0.0437794,-1.41102e-05,0.00446268,-0.00505371,-0.0175777,-0.0108541,0.00744472,-0.0128849,0.00978661,-0.0120257,0.0131669,-0.00119055,-0.00488067,0.00820229,0.0113232,-0.00813876
49,1377,NA11891,OWN,0.0196204,-0.0295158,0.00967641,0.00156771,0.00332582,0.00290462,0.00254764,0.00123645,-0.00397873,-0.00259605,0.00476297,0.00893992,-0.00339718,0.00327538,-0.00249655,-0.00907794,0.0123494,0.0090731,0.00555811,-0.00367369
50,1377,NA11892,OWN,0.019287,-0.0303331,0.0125571,-0.0104917,-0.00918197,-0.0265568,-0.116372,-0.0370016,-0.183104,-0.051452,0.0738748,0.0553764,-0.04218,0.0281041,-0.0166656,-0.144174,0.00233532,-0.0386643,-0.0768115,-0.0706595
51,1377,NA11893,OWN,0.0202322,-0.0308045,0.0258019,0.00599569,0.136299,0.0140061,0.0360302,-0.0107236,-0.0683035,0.0242944,-0.0183995,-0.0859737,-0.0524978,-0.0879163,0.0201986,-0.00723131,-0.070112,-0.124316,0.0640826,0.00740493
52,1377,NA11894,OWN,0.0191466,-0.0309374,0.0243985,0.0321066,-0.00385489,-0.108514,0.0169684,-0.0785139,0.0139262,0.0904333,-0.120517,0.078175,0.0948563,0.131884,0.0618419,0.163764,0.0734872,0.0515344,-0.00167614,-0.0713963
53,1408,NA12154,OWN,0.0203283,-0.0302087,0.0505424,0.0255107,0.0554165,0.0182697,-0.0128126,0.0624812,-0.0174233,0.194207,-0.0170433,-0.0657043,0.085884,0.0337907,0.0517167,-0.0139518,0.0278594,0.220931,0.0446079,0.0383431
54,1408,NA12155,OWN,0.0195494,-0.0310495,0.0557493,-0.00544705,0.333956,0.0379686,0.0898705,-0.0266418,-0.103019,-0.0783746,0.0567205,-0.023983,0.0872247,-0.0889141,0.13425,0.0653163,0.0398272,0.049564,0.0282217,-0.0499637
55,1408,NA12156,OWN,0.0189292,-0.0300243,0.0438401,0.0316901,-0.0178717,-0.0195883,0.0576386,-0.0431887,0.0578483,-0.00156095,-0.0379432,-0.0244152,-0.0508084,-0.045352,0.0377707,0.118724,-0.00947925,0.034144,0.0272082,-0.0988339
56,1416,NA12248,OWN,0.0193214,-0.029219,0.0350009,0.00618108,-0.000669795,-0.000339779,-0.00128075,0.00422289,-0.00398265,0.00527837,0.0031535,-0.0023907,0.00265108,0.0099964,0.0017022,3.2721e-05,0.00121202,-0.000981931,-0.000261498,-0.00404741
57,1416,NA12249,OWN,0.0208734,-0.0301766,0.0866903,-0.00997338,0.0277951,0.0365557,0.0577237,-0.0476595,0.067331,-0.0207667,0.127297,-0.0250671,0.0140003,0.0261052,-0.0523131,0.0301508,0.172105,-0.0837403,0.0296294,-0.0221652
58,1418,NA12272,OWN,0.0195145,-0.0309231,-0.00146835,0.0462818,-0.0202073,-0.0125109,-0.00471945,-0.0859879,0.101092,-0.0643366,-0.00305516,-0.0339409,0.0829003,-0.150945,-0.0320744,0.0114921,0.0226659,-0.00724666,0.0916434,-0.0292675
59,1418,NA12273,OWN,0.0185643,-0.0306009,-0.0271896,0.0117274,0.0750471,-0.0511408,0.0550476,0.0252767,-0.0278939,-0.00345689,0.0714236,0.0984351,-0.0483103,0.0218738,-0.018773,0.0265511,0.0365683,-0.0308033,-0.0137335,0.0060909
60,1418,NA12275,OWN,0.019149,-0.0309781,0.0241175,0.00680498,-0.025411,0.064485,0.0624287,-0.0720457,-0.0329376,0.0452202,-0.0114964,-0.131587,-0.00644365,0.180239,-0.131285,-0.0179537,-0.0382664,-0.017561,-0.00550186,0.0134289
61,1420,NA12003,OWN,0.0196479,-0.0290559,0.0943534,0.0316354,0.0337892,-0.115485,0.0664155,0.0580043,-0.0730195,0.0986673,-0.0454175,0.0608396,0.0702492,-0.0138494,-0.163786,-0.00282207,-0.253004,-0.21445,-0.0253379,0.0969289
62,1420,NA12005,OWN,0.020372,-0.0314896,0.0295652,0.029514,-0.0514852,-0.00959867,-0.00534465,-0.00865291,-0.0238172,-0.0321245,0.00641909,-0.0280075,-0.0253762,-0.0199797,-0.0347831,0.0579375,-0.0115148,0.0246552,0.0330162,0.065242
63,1420,NA12006,OWN,0.0198621,-0.0312691,0.0403167,-0.00565806,-0.0180582,-0.000214409,-0.0610728,-0.0233448,0.00636776,-0.136582,0.0339456,0.0488762,0.022389,-0.00511048,-0.0386352,-0.0277086,0.00931461,0.0128316,0.0116308,-0.0665847
64,1421,NA12282,OWN,0.0188953,-0.0301346,-0.00759916,0.00965839,0.00177487,-0.00580118,0.00992872,-0.00190055,-0.000463911,0.00145425,-0.00681636,0.00610157,0.0107788,-0.00623812,-0.00313235,-0.00335802,0.00225345,-0.00985916,0.00196913,0.00340773
65,1421,NA12283,OWN,0.0187304,-0.0295925,0.000892027,0.00870905,-0.00111169,0.00765902,-0.00743376,-0.000179983,-0.000469486,0.00276763,-0.00368418,-0.002217,-0.00172434,-0.00400475,-0.00231644,0.00314986,0.000216018,0.00370207,0.00272994,-0.00352451
66,1421,NA12286,OWN,0.018768,-0.0293177,0.00680666,0.00118659,-0.0107624,-0.00142151,0.00242086,-0.00515006,0.00301209,0.0200765,-0.00313909,-0.00187551,-0.00619569,-0.00825912,0.00020272,0.00799815,-0.00226766,-0.00249312,0.00314112,0.00720797
67,1421,NA12287,OWN,0.0192447,-0.0307527,-0.00671313,0.023035,0.0425768,-0.00377806,0.0318764,0.0844928,0.0315561,0.00601983,-0.0257411,0.00223972,0.0997698,0.0769107,-0.157091,0.0115182,0.0291333,-0.0552513,0.0331907,-0.0393408
68,1423,NA11917,OWN,0.0192355,-0.0293142,0.00984699,0.00274435,-0.00309803,0.00694804,0.00831672,0.00367949,-0.000644732,-0.00488941,0.00074871,0.00397365,0.00580976,0.00113257,0.00805649,-0.00556562,0.000795693,0.00921788,-8.03682e-05,0.00749245
69,1423,NA11918,OWN,0.019986,-0.0303273,0.0378114,0.00110379,0.0630063,0.0583867,-0.0784702,0.131385,0.072393,-0.0491731,0.0650236,-0.085531,-0.150063,0.0203431,0.00405436,0.0804089,0.00405344,0.137744,0.00843267,0.0690398
70,1423,NA11919,OWN,0.0190947,-0.0311043,0.0216974,-0.0110543,0.0112692,0.0828085,-0.05035,0.0116641,-0.0195694,0.150419,-0.117635,-0.136884,0.0278508,-0.125704,0.108953,-0.146455,0.0905005,-0.0032802,-0.079746,-0.0744342
71,1423,NA11920,OWN,0.0198603,-0.031332,0.0316795,0.0441281,-0.131654,0.0670875,0.0308313,0.0251017,0.113491,-0.110156,-0.125258,-0.0102449,0.129454,-0.116077,0.00474477,0.0513764,-0.0183374,-0.0211589,0.0655195,0.0167671
72,1424,NA11930,OWN,0.0186326,-0.0307963,-0.000408102,0.0121138,0.0165528,-0.0717516,-0.0369146,-0.0300972,-0.0484304,0.0794049,0.0358794,-0.0466675,-0.03946,0.0644141,0.010758,0.171721,-0.111855,0.088411,0.0301593,0.0236496
73,1424,NA11931,OWN,0.0194584,-0.0314499,0.0298582,0.0266774,-0.0125189,0.00668619,-0.104625,-0.101815,-0.00470946,0.00568202,0.0755879,-0.0286971,-0.000880941,0.0352897,-0.0595621,-0.0223675,0.00425386,0.0300154,-0.00190182,-0.0161892
74,1444,NA12748,OWN,0.0197242,-0.0294373,0.00954043,0.0160056,-0.00789624,0.00368865,-0.00625506,-0.00930519,-0.0064733,-0.0061349,0.00448092,-0.00950709,-0.00591469,0.00582855,-0.00336261,0.00391482,-0.00747994,0.00469653,0.000791801,-0.00795492
75,1444,NA12749,OWN,0.0195024,-0.0311042,0.0162834,0.0750567,-0.0452588,0.172142,0.0931294,0.00955798,0.0586199,0.0178992,0.0495447,0.0932368,-0.000258058,0.00114299,0.104402,0.0169568,0.0126891,0.00324936,-0.255441,-0.00646226
76,1444,NA12750,OWN,0.0194243,-0.0307796,0.025532,0.0470778,-0.0517169,-0.0468234,0.00978581,0.151436,0.0304703,0.077423,0.0887098,-0.0294757,0.0313192,-0.112129,0.0699434,-0.0194655,-0.0588786,-0.0749483,0.0314335,0.11749
77,1444,NA12751,OWN,0.0192135,-0.0318521,0.0735039,0.0527362,0.0252963,-0.0682747,-0.0383644,0.058194,0.0766023,-0.0493823,-0.0601518,-0.244794,0.142468,-0.0242476,-0.00609409,-0.136061,0.0165796,-0.000161594,-0.122375,-0.0729834
78,1447,NA12760,OWN,0.0185876,-0.029604,0.00367324,0.00476365,-0.00934722,0.0158258,0.0177755,-0.00359518,-0.00883851,0.0173712,-0.00460948,0.0129353,-0.00121419,-0.00448333,-0.0102408,-0.0062809,0.0147092,0.0151575,0.0119931,0.0083199
79,1447,NA12761,OWN,0.0195313,-0.0302526,0.0168711,0.0323801,-0.00765782,-0.0208796,-0.0665085,-0.0811005,-0.0219467,0.00429676,0.013577,0.0156645,-0.122576,0.131223,0.10692,0.00788656,0.0277499,-0.0316232,-0.0834393,0.0561178
80,1447,NA12762,OWN,0.0201346,-0.0310094,-0.00294996,0.0213603,-0.0333173,0.0237836,-0.056214,0.0879497,-0.124737,0.00961451,0.0173886,0.0305677,-0.00515514,-0.0266629,-0.0888074,0.0269181,-0.0306562,0.04602,0.0594318,-0.052633
81,1447,NA12763,OWN,0.0188326,-0.0307744,0.00866839,0.0389207,0.0630686,-0.0288367,-0.0713215,-0.145856,0.0304042,-0.129688,0.0397631,0.0594389,0.0114038,-0.159191,-0.0968674,0.0558624,0.116079,-0.132851,-0.103517,-0.0888965
82,1451,NA12775,OWN,0.0203194,-0.0313818,0.00220993,0.0116486,-0.109105,-0.0351383,-0.0728638,-0.0859378,-0.148629,-0.0415658,-0.0772734,-0.0223582,-0.0243761,0.00170461,0.113114,0.126424,0.0227673,-0.0158794,-0.0179277,0.0961204
83,1451,NA12776,OWN,0.0192832,-0.0296204,0.0603449,-0.00615751,0.0924449,-0.0288099,-0.0120253,-0.0536981,0.0114077,-0.00946759,-0.00475246,0.0958223,-0.101432,0.00878226,0.0248193,-0.0500004,0.101622,0.00811415,-0.0550924,-0.0360671
84,1451,NA12777,OWN,0.0200654,-0.0316563,-0.00110999,0.0528103,-0.0335278,-0.0960308,0.0446508,0.0298904,-0.0711418,-0.0059824,-0.0555848,-0.0633882,-0.0654469,-0.0259148,0.0180155,-0.189994,-0.0805039,-0.00569491,0.0157883,0.016167
85,1451,NA12778,OWN,0.0200673,-0.0314031,0.0207185,0.0233835,-0.0778833,0.0143904,-0.158801,-0.0734676,-0.0646079,-0.0922286,-0.0168512,-0.00696365,0.00406224,0.0835326,0.0713767,-0.0847402,-0.0349045,-0.00573276,0.00617917,-0.110493
86,1454,NA12812,OWN,0.0194931,-0.0312913,0.0303675,0.00355337,-0.090493,0.0606895,-0.15517,0.0933236,-0.00891647,-0.00032492,0.0643201,-0.00709564,-0.100197,0.048618,0.0594421,-0.0552422,-0.0341755,-0.0460363,0.0565441,-0.0308379
87,1454,NA12814,OWN,0.0194015,-0.0313172,0.0249555,0.0337791,-0.108517,-0.0186293,0.0960686,-0.205749,-0.0497868,0.0587733,0.000927997,-0.0252118,-0.0724441,-0.0400192,0.0782831,-0.0897459,-0.0152608,0.0303183,0.260041,0.0329162
88,1454,NA12815,OWN,0.0193909,-0.0296989,0.0583523,0.0335676,0.0294201,0.162959,0.0459347,-0.0345188,0.114866,0.0670525,-0.0574064,0.00235529,0.0733191,-0.113905,-0.032234,-0.0135421,0.0342587,0.0126115,-0.0815426,-0.219572
89,1456,NA12827,OWN,0.0191665,-0.0302245,0.00685646,0.00549516,-0.00774545,-0.00246166,0.000202544,0.00522246,-0.0102461,-0.00185992,-0.00839576,0.0011265,-0.00583691,0.00301359,0.00184893,0.00241349,-0.00914893,0.00930632,0.00138058,0.000227744
90,1456,NA12828,OWN,0.0196326,-0.0308956,0.00486222,0.0197918,0.000956121,0.111599,0.0226442,-0.023698,-0.0511921,-0.0499926,-0.0510059,-0.00136376,0.0645655,0.0730038,-0.085747,-0.0515188,-0.036383,-0.0400268,0.0364116,-0.062673
91,1456,NA12829,OWN,0.0191464,-0.0303436,-0.000538005,-0.00112237,0.00518455,0.000730824,0.00325491,-0.00284829,0.00354574,0.00282893,-0.00125387,0.00743885,0.00508531,0.00329639,0.00277252,0.000220102,-0.00568947,-0.0138365,0.0072648,-0.00166762
92,1456,NA12830,OWN,0.0191574,-0.0301419,0.00116151,-0.0146674,-0.0501252,0.150655,0.12541,-0.0382294,-0.0565808,0.079161,0.0523101,0.103412,-0.00160211,-0.0187038,-0.00735728,-0.0667185,0.0853531,0.136093,0.055463,0.132727
93,1458,NA12842,OWN,0.0193463,-0.0307728,0.00293909,0.0124946,-0.00346019,-0.00989405,-0.00643401,0.000181125,-0.0145023,0.00067142,0.000466187,-0.00209636,-0.00204083,0.00353653,0.00232328,-0.0127823,-0.00167415,0.014695,-0.00186801,0.00309372
94,1458,NA12843,OWN,0.0199473,-0.0293251,0.0166177,0.00656139,-0.00193327,0.00041461,0.00880134,0.00300662,-0.00712842,0.00210052,0.00988566,-0.00186646,0.00113894,-0.00413183,0.00904276,0.00892014,-0.00351079,0.00265005,0.00399547,0.00126024
95,1459,NA12872,OWN,0.0196887,-0.0294872,0.0159477,0.0372016,0.00300889,-0.126938,-0.106724,-0.0278438,0.0483338,-0.160942,-0.0311913,0.0109275,0.104732,0.00087017,0.0295685,0.0387665,-0.0120123,-0.0231144,-0.106763,0.160331
96,1459,NA12873,OWN,0.0201663,-0.0296843,0.0348559,0.00250318,0.0437371,-0.0810438,0.0684802,0.0145316,0.144624,-0.025998,0.114452,-0.0819511,-0.0779342,0.164903,0.0171011,-0.0441033,0.000562326,-0.0294003,0.0238783,-0.141347
97,1459,NA12875,OWN,0.0197213,-0.030491,0.0226651,0.0033124,-0.00839074,-0.00181951,0.00256297,0.00345281,0.0076917,-0.00264907,-0.0103508,0.00567387,0.00659916,0.00657717,-0.00630387,-0.00105667,0.00646285,-0.00129101,3.50198e-05,0.0070087
